DeviceType,NodeId,Position x,Position y,DistanceToClosestGW,DataRateIndex
4447,1,-325.879,4656.06,4667.45,0
4448,1,1913.67,-4653.35,5031.48,0
4449,1,3129.78,2435.22,3965.58,1
4450,1,621.403,-3984.09,4032.25,1
4451,1,-3355.4,-540.038,3398.58,2
4452,1,-1243.47,-1165.41,1704.23,5
4453,1,-4811.17,-1141.8,4944.8,0
4454,1,-5333.01,1507.05,5541.86,0
4455,1,-3358.35,-3425.89,4797.42,0
4456,1,-1294.34,-3891.74,4101.33,1
4457,1,4.88352,2554.59,2554.6,3
4458,1,-56.64,3343.65,3344.13,2
4459,1,-113.461,5460.83,5462,0
4460,1,-1071.93,-4097.21,4235.11,1
4461,1,-379.672,-3804.71,3823.6,1
4462,1,-691.277,726.938,1003.15,5
4463,1,1940.93,-5643.35,5967.8,0
4464,1,-3265.64,-2824.22,4317.48,1
4465,1,4078.18,-1428.15,4321.02,1
4466,1,1552.78,-1252.35,1994.87,4
4467,1,0.414928,-4864.95,4864.95,0
4468,1,4053.65,-112.433,4055.21,1
4469,1,-5129.94,3006.39,5945.98,0
4470,1,-2275.24,1736.66,2862.29,3
4471,1,-4811.34,703.424,4862.49,0
4472,1,5025.12,-2639,5675.92,0
4473,1,-3583.84,-2103.98,4155.8,1
4474,1,904.562,-1676.72,1905.15,5
4475,1,445.178,2719.62,2755.81,3
4476,1,-2162.62,5236.03,5665.06,0
4477,1,373.43,5297.56,5310.7,0
4478,1,-3404.02,-3041.43,4564.83,1
4479,1,2443.76,1285.36,2761.18,3
4480,1,-3949.7,-3446.36,5241.9,0
4481,1,-3223.92,5018.2,5964.56,0
4482,1,-5507.85,-2452.15,6029.05,0
4483,1,-1760.12,5181.5,5472.29,0
4484,1,-2111.5,-3441.23,4037.38,1
4485,1,4275.17,3652.02,5622.66,0
4486,1,5477.82,34.097,5477.92,0
4487,1,3443.45,806.02,3536.53,2
4488,1,-5240.04,1087.13,5351.63,0
4489,1,-544.41,-3908.4,3946.13,1
4490,1,2629.36,3076.36,4046.91,1
4491,1,-2548.69,5328.38,5906.57,0
4492,1,3269.17,-572.721,3318.96,2
4493,1,-4248.82,-1447.9,4488.75,1
4494,1,416.425,-3212.51,3239.39,2
4495,1,-4417.52,-337.123,4430.37,1
4496,1,1523.75,-777.466,1710.63,5
4497,1,648.702,-423.678,774.801,5
4498,1,-222.905,-2721.44,2730.55,3
4499,1,-1237.44,1461.93,1915.33,5
4500,1,1045.03,-1069.22,1495.1,5
4501,1,-3156.31,1290.28,3409.85,2
4502,1,2756.2,-1889.99,3341.96,2
4503,1,-3587.8,-295.514,3599.95,2
4504,1,-2261.59,-2816.89,3612.43,2
4505,1,-3292.29,-402.611,3316.82,2
4506,1,845.3,-3094.93,3208.29,2
4507,1,-3289.82,-4107.99,5262.94,0
4508,1,-3140.38,-342.488,3159.01,2
4509,1,1543.24,-4575.06,4828.33,0
4510,1,3475.28,3751.97,5114.18,0
4511,1,474.104,-582.596,751.127,5
4512,1,-901.568,-4022.23,4122.03,1
4513,1,4844.9,816.853,4913.28,0
4514,1,-1510.21,4687.85,4925.11,0
4515,1,2409.16,424.34,2446.25,3
4516,1,1561.8,2697.2,3116.74,2
4517,1,5049.56,-2214.58,5513.84,0
4518,1,-2868.01,4245.88,5123.77,0
4519,1,3261.81,-1212.69,3479.95,2
4520,1,-734.118,2913.28,3004.35,3
4521,1,-910.109,-2162.04,2345.79,4
4522,1,-444.138,4714.8,4735.67,0
4523,1,-1815.03,1079.8,2111.95,4
4524,1,1814.65,134.718,1819.65,5
4525,1,-3007.95,446.879,3040.97,2
4526,1,-5753.8,66.8208,5754.19,0
4527,1,-2357.26,-4688.06,5247.34,0
4528,1,401.828,-3789.62,3810.87,1
4529,1,-179.401,-262.233,317.728,5
4530,1,-1090.64,2071.75,2341.29,4
4531,1,3721.93,3603.74,5180.71,0
4532,1,403.652,2320.25,2355.1,4
4533,1,-1199.82,-3792.29,3977.56,1
4534,1,5325.47,-2607.35,5929.49,0
4535,1,5029.86,-570.031,5062.06,0
4536,1,-1328.11,2791.5,3091.33,2
4537,1,372.095,-4173.86,4190.42,1
4538,1,3603.49,-2047.09,4144.36,1
4539,1,-4160.64,4267.22,5959.88,0
4540,1,5872.46,359.025,5883.42,0
4541,1,2726.62,-1613.44,3168.23,2
4542,1,-2169.94,3062.18,3753.08,1
4543,1,-1911.71,823.889,2081.69,4
4544,1,2784.48,5302.97,5989.55,0
4545,1,2330.01,-5106.94,5613.35,0
4546,1,836.395,660.912,1066,5
4547,1,-2048.19,-4349.54,4807.66,0
4548,1,2901.64,-2501.51,3831.06,1
4549,1,-3208.85,-901.215,3333,2
4550,1,-118.006,674.542,684.786,5
4551,1,-5976.56,-754.132,6023.95,0
4552,1,-1927.59,3553.63,4042.76,1
4553,1,-4684.29,-303.444,4694.11,0
4554,1,24.6375,4955.66,4955.72,0
4555,1,-841.388,3053.28,3167.09,2
4556,1,3344.22,703.351,3417.38,2
4557,1,3153.11,-4012.39,5103.08,0
4558,1,1914.49,-1452.16,2402.92,4
4559,1,-962.588,2201.94,2403.14,4
4560,1,5255.89,285.83,5263.65,0
4561,1,-984.752,3986.14,4105.98,1
4562,1,2080.84,-5426.96,5812.21,0
4563,1,2571.57,4059.7,4805.64,0
4564,1,2318.21,4703.71,5243.94,0
4565,1,2706.62,4044.83,4866.87,0
4566,1,2268.6,3472.63,4147.98,1
4567,1,-5361.74,-1671.39,5616.21,0
4568,1,4078.63,-176.426,4082.44,1
4569,1,-2142.46,1958.39,2902.66,3
4570,1,2590.94,302.508,2608.54,3
4571,1,-4139.96,-229.744,4146.33,1
4572,1,33.2669,-3355.06,3355.22,2
4573,1,-451.18,-165.624,480.619,5
4574,1,2740.1,-2581.7,3764.75,1
4575,1,-3733.2,3998.25,5470.17,0
4576,1,639.451,922.347,1122.33,5
4577,1,1110.77,-1944.1,2239.05,4
4578,1,-72.0991,-1862.79,1864.18,5
4579,1,-1563.41,739.929,1729.67,5
4580,1,-1235.58,1962.03,2318.66,4
4581,1,-1341.65,-5546.72,5706.67,0
4582,1,-4841.09,-3692.79,6088.75,0
4583,1,774.184,-829.809,1134.88,5
4584,1,-113.872,-4074.97,4076.56,1
4585,1,-4247.25,-517.718,4278.69,1
4586,1,277.613,-3237.43,3249.31,2
4587,1,702.561,3406.83,3478.51,2
4588,1,-2203.35,-308.86,2224.89,4
4589,1,-2921.44,4446.53,5320.38,0
4590,1,4952.98,2977.73,5779.18,0
4591,1,-2547.38,564.904,2609.26,3
4592,1,1182.26,3947.26,4120.51,1
4593,1,-3270.1,-3598.71,4862.54,0
4594,1,3099.27,-3195.3,4451.45,1
4595,1,-3674.1,3239.35,4898.2,0
4596,1,-104.792,1675.26,1678.53,5
4597,1,694.788,-1154.67,1347.59,5
4598,1,4303.48,-3634.13,5632.66,0
4599,1,-4699.98,2023.53,5117.08,0
4600,1,-4540.15,1437.3,4762.22,0
4601,1,3395.5,3042.7,4559.32,1
4602,1,-2390.14,-4602.19,5185.84,0
4603,1,3403.24,1285.94,3638.09,2
4604,1,-1828.81,940.2,2056.34,4
4605,1,-3746.94,-1963.83,4230.39,1
4606,1,187.463,2003.32,2012.07,4
4607,1,1477.55,4558.45,4791.93,0
4608,1,-2227.12,-263.142,2242.61,4
4609,1,-1941.43,-3514.81,4015.35,1
4610,1,-3715.92,526.394,3753.02,1
4611,1,-3016.74,-5097.1,5922.93,0
4612,1,-1810.95,3001.16,3505.21,2
4613,1,477.779,-2418.69,2465.43,3
4614,1,-1558.13,-1664.58,2280.04,4
4615,1,317.481,-1343.46,1380.47,5
4616,1,-5411.3,2796.36,6091.12,0
4617,1,-278.654,1767.24,1789.08,5
4618,1,2294.29,-3728.98,4378.24,1
4619,1,1789.49,-1894.41,2605.97,3
4620,1,-322.169,-3016.76,3033.92,2
4621,1,4485.27,-2916.18,5349.93,0
4622,1,510.655,-1733.36,1807.02,5
4623,1,5182.35,-51.1432,5182.6,0
4624,1,-3356.63,3964.08,5194.31,0
4625,1,180.612,3171.24,3176.38,2
4626,1,-2721.39,-4507.52,5265.33,0
4627,1,2976.4,-936.055,3120.12,2
4628,1,4481.63,-889.148,4568.98,1
4629,1,1705.11,3371.37,3778.03,1
4630,1,2655.97,24.0121,2656.08,3
4631,1,1401.1,3169.76,3465.61,2
4632,1,5418.38,-229.591,5423.24,0
4633,1,5812.99,-1706.54,6058.31,0
4634,1,-2736.17,2985.87,4049.94,1
4635,1,2565.1,5186.47,5786.12,0
4636,1,-4565.55,2145.48,5044.53,0
4637,1,-3648.2,-2583.21,4470.17,1
4638,1,2357.85,-4854.67,5396.97,0
4639,1,886.438,3507.59,3617.87,2
4640,1,-1408.57,-2424.84,2804.27,3
4641,1,486.694,-4050.95,4080.08,1
4642,1,5651.19,2241.99,6079.68,0
4643,1,5710,-1264.94,5848.43,0
4644,1,-2911.52,1485.02,3268.37,2
4645,1,-5466.11,2690.75,6092.5,0
4646,1,4495.72,-133.46,4497.7,1
4647,1,-2777.72,3106.94,4167.59,1
4648,1,3177.22,4610.84,5599.52,0
4649,1,-4401.87,-1852.67,4775.86,0
4650,1,5273.57,-758.177,5327.8,0
4651,1,1543.5,-3361.58,3699,2
4652,1,-4278.39,-2506.68,4958.63,0
4653,1,-3449.72,-2842.15,4469.71,1
4654,1,-1739.16,1341.36,2196.34,4
4655,1,-4080.97,2924.21,5020.49,0
4656,1,-781.08,2887.65,2991.42,3
4657,1,3039.43,4777,5661.97,0
4658,1,-129.67,-3820.97,3823.17,1
4659,1,2876.76,-2374.51,3730.15,1
4660,1,-658.696,272.787,712.947,5
4661,1,4303.53,-1621.84,4598.99,1
4662,1,2113.04,2401.15,3198.51,2
4663,1,4088.66,4469.33,6057.4,0
4664,1,-3926.08,-4436.48,5924.23,0
4665,1,4660.34,898.924,4746.24,0
4666,1,-4167.57,1482.07,4423.25,1
4667,1,3333.56,4318.91,5455.79,0
4668,1,-519.258,-5229.33,5255.05,0
4669,1,-4430.67,-2324.75,5003.53,0
4670,1,4478.68,1265.68,4654.08,0
4671,1,-3226.3,-2357.99,3996.14,1
4672,1,1036.56,2219.51,2449.63,3
4673,1,-5607.97,1557.25,5820.17,0
4674,1,3638.19,-2402.81,4360.04,1
4675,1,4128.73,1017.89,4252.36,1
4676,1,-4891.88,-573.179,4925.35,0
4677,1,1852.36,877.989,2049.9,4
4678,1,4944.16,1453.24,5153.31,0
4679,1,-2134.09,-728.751,2255.08,4
4680,1,4646.34,3304.13,5701.38,0
4681,1,3187.67,1116.81,3377.65,2
4682,1,2808.78,-408.037,2838.27,3
4683,1,325.097,2224,2247.63,4
4684,1,-330.324,-2412.06,2434.58,3
4685,1,-1272.43,4033.51,4229.45,1
4686,1,-1309.49,-3862.32,4078.27,1
4687,1,-2807.64,1089.19,3011.51,3
4688,1,5720.36,-244.357,5725.58,0
4689,1,-4008.88,-1816.39,4401.18,1
4690,1,5162.64,65.5083,5163.05,0
4691,1,-4893.39,-1646.5,5162.97,0
4692,1,-1522.97,-2851.3,3232.55,2
4693,1,2433.55,1459.4,2837.61,3
4694,1,-2750.34,1886.27,3335.02,2
4695,1,5192.6,-2264.5,5664.9,0
4696,1,3206.01,1271.17,3448.82,2
4697,1,-526.298,2521.39,2575.73,3
4698,1,-5549.15,-2427.49,6056.88,0
4699,1,5917.9,1477.42,6099.53,0
4700,1,-614.082,3547.98,3600.73,2
4701,1,1333.62,-1927.34,2343.75,4
4702,1,2361.19,-643.229,2447.23,3
4703,1,-4777.54,-909.706,4863.38,0
4704,1,-5854.43,-937.128,5928.96,0
4705,1,-839.425,3137.15,3247.51,2
4706,1,-1295.18,1312.93,1844.25,5
4707,1,-1244.06,-5011.35,5163.46,0
4708,1,3178.43,-1906.21,3706.22,2
4709,1,2213.67,-5681.8,6097.81,0
4710,1,4540.88,1087.74,4669.34,0
4711,1,4254.08,-2561.24,4965.6,0
4712,1,-5096.93,2567.67,5707.15,0
4713,1,-4308.25,-2566.41,5014.73,0
4714,1,3363.68,-4234.58,5407.96,0
4715,1,1663.4,-2062.22,2649.47,3
4716,1,1806.84,869.927,2005.35,4
4717,1,-5731.11,-6.68284,5731.11,0
4718,1,3377.95,2115.77,3985.85,1
4719,1,-3543.45,-294.487,3555.67,2
4720,1,3684.09,-2818.02,4638.29,0
4721,1,-5079.79,1262.66,5234.37,0
4722,1,5873.69,1061.52,5968.84,0
4723,1,1245.25,-4190.29,4371.41,1
4724,1,3267.54,-3614.95,4872.85,0
4725,1,1591.07,1983.63,2542.89,3
4726,1,1042.97,296.926,1084.41,5
4727,1,-1816.66,1062.52,2104.56,4
4728,1,-791.01,-3385.8,3476.98,2
4729,1,-1493.55,1593.9,2184.31,4
4730,1,-1323.37,-3731.05,3958.79,1
4731,1,-3787.55,-4237.88,5683.76,0
4732,1,2500.5,-5373.71,5927,0
4733,1,-4028.4,4390.65,5958.67,0
4734,1,131.438,25.7443,133.935,5
4735,1,1723.06,4221.62,4559.72,1
4736,1,2420.29,3853.17,4550.24,1
4737,1,1357.72,308.447,1392.32,5
4738,1,1434.48,-2899.97,3235.36,2
4739,1,-3644.29,-4363.32,5685.02,0
4740,1,2664.6,-413.933,2696.56,3
4741,1,-790.747,2419.99,2545.91,3
4742,1,-3940.96,3088.16,5006.78,0
4743,1,-723.118,-1803.39,1942.97,5
4744,1,-3765.65,3958.82,5463.74,0
4745,1,5510.1,-2491.28,6047.12,0
4746,1,385.602,4936.44,4951.48,0
4747,1,-1163.16,-2816.32,3047.07,2
4748,1,3683.48,2758.18,4601.7,1
4749,1,3154.14,1875.87,3669.81,2
4750,1,-610.229,-3271.22,3327.66,2
4751,1,-1666.99,-3723.53,4079.65,1
4752,1,-2674.57,-2063.96,3378.35,2
4753,1,2053.96,-4713.99,5142.03,0
4754,1,3422.19,-1066.19,3584.44,2
4755,1,-2798.45,3127.39,4196.65,1
4756,1,948.263,-424.454,1038.92,5
4757,1,1640.6,4499.18,4788.96,0
4758,1,-1987.09,3087.3,3671.5,2
4759,1,1691.13,-5203.09,5471.02,0
4760,1,3596.86,-162.257,3600.52,2
4761,1,-5524.68,-1436.37,5708.35,0
4762,1,732.505,4074.74,4140.06,1
4763,1,4081.1,3316.32,5258.64,0
4764,1,-4722.05,-89.0555,4722.89,0
4765,1,-4438.6,1363.33,4643.26,0
4766,1,2469.06,1028.86,2674.85,3
4767,1,-2958.23,-1579.68,3353.58,2
4768,1,3012.44,-4198.96,5167.79,0
4769,1,844.567,-3815.62,3907.97,1
4770,1,2302.23,-386.073,2334.37,4
4771,1,1213.04,-4115.39,4290.44,1
4772,1,118.436,-5298.61,5299.94,0
4773,1,3053.5,5174.8,6008.53,0
4774,1,-2622.5,-1989.05,3291.48,2
4775,1,684.383,-3892.25,3951.96,1
4776,1,-498.995,1301.26,1393.65,5
4777,1,4051.06,3808.2,5559.99,0
4778,1,2591.15,4552.5,5238.25,0
4779,1,-703.237,-1364.9,1535.41,5
4780,1,-2995.52,1990.38,3596.49,2
4781,1,3644.85,4437.6,5742.58,0
4782,1,856.984,-4739.47,4816.32,0
4783,1,-5910.57,-900.219,5978.73,0
4784,1,4485.87,2685.68,5228.38,0
4785,1,-3236.22,2998.77,4412,1
4786,1,2026.16,3128.49,3727.3,2
4787,1,1304.7,2999.93,3271.37,2
4788,1,-5575.25,-1151.24,5692.87,0
4789,1,-712.783,-4097.81,4159.34,1
4790,1,-1910.6,-4036.11,4465.49,1
4791,1,-4664.27,-1930.41,5047.96,0
4792,1,3149.33,1700.88,3579.28,2
4793,1,2358.4,-3370.06,4113.31,1
4794,1,1611.86,-2302.97,2811,3
4795,1,3981.43,2427.67,4663.19,0
4796,1,-2752.91,3303.24,4299.99,1
4797,1,-3748.07,-3268.31,4972.91,0
4798,1,-2795.21,-2429.87,3703.71,2
4799,1,-1423.03,-4397.78,4622.28,1
4800,1,237.807,-953.956,983.151,5
4801,1,-3477.43,-1096.95,3646.34,2
4802,1,-2342.93,-3503.85,4215.01,1
4803,1,4613.12,-80.9643,4613.83,1
4804,1,1730.94,131.504,1735.93,5
4805,1,-5730.68,275.125,5737.28,0
4806,1,-4676.35,818.441,4747.43,0
4807,1,-1299.6,-3463.28,3699.09,2
4808,1,2778.19,-1993.32,3419.3,2
4809,1,1839.27,335.701,1869.66,5
4810,1,-1701.42,2393.41,2936.54,3
4811,1,-6072.19,-70.5984,6072.6,0
4812,1,-546.061,-202.712,582.473,5
4813,1,5231.18,-1818.08,5538.11,0
4814,1,-4763.63,-2328.56,5302.3,0
4815,1,4464.46,-3530.31,5691.62,0
4816,1,2184.09,-515.548,2244.12,4
4817,1,-1715.81,2232.78,2815.9,3
4818,1,-4089.9,2839.36,4978.88,0
4819,1,3595.4,-3317.98,4892.44,0
4820,1,1909.28,2045.09,2797.81,3
4821,1,2778.54,-843.468,2903.74,3
4822,1,867.033,3136.27,3253.91,2
4823,1,-1395.3,2392.03,2769.24,3
4824,1,-1014.31,-5652.57,5742.85,0
4825,1,1882.72,-4506.75,4884.2,0
4826,1,-2579.83,746.709,2685.72,3
4827,1,1684.64,-879.561,1900.43,5
4828,1,1867.02,2817.25,3379.74,2
4829,1,-865.875,5129.74,5202.3,0
4830,1,5044.62,-632.9,5084.17,0
4831,1,1765.89,-2980.51,3464.36,2
4832,1,4044.84,2561.74,4787.82,0
4833,1,2888.95,3807.74,4779.63,0
4834,1,3574.08,1011.39,3714.43,2
4835,1,316.882,-2590.94,2610.24,3
4836,1,-3364.69,-1793.23,3812.71,1
4837,1,1619.83,-2015.52,2585.76,3
4838,1,2041.69,3355.66,3927.97,1
4839,1,5683.71,1455.63,5867.15,0
4840,1,-1309.7,-2748.31,3044.42,2
4841,1,1821.96,-3497.89,3943.96,1
4842,1,-2109.18,-5207.65,5618.57,0
4843,1,-1012.01,-3135,3294.3,2
4844,1,3017.57,4121.71,5108.25,0
4845,1,92.0431,-3702.63,3703.77,2
4846,1,-1358.86,3068.12,3355.57,2
4847,1,-3175.28,4173.23,5243.88,0
4848,1,3874.61,-392.221,3894.41,1
4849,1,-4701.04,588.854,4737.78,0
4850,1,2616.58,-1194.76,2876.44,3
4851,1,5203.22,-1475.79,5408.46,0
4852,1,2924.92,-3996.14,4952.2,0
4853,1,-444.588,-2637.87,2675.07,3
4854,1,2312.67,2831.31,3655.78,2
4855,1,-5038.56,2893.7,5810.38,0
4856,1,2682.66,86.1758,2684.04,3
4857,1,-3896.18,-3004.88,4920.32,0
4858,1,-4491.29,-700.582,4545.6,1
4859,1,70.0914,-4577.18,4577.71,1
4860,1,-508.484,1525.64,1608.14,5
4861,1,1545.32,4924.23,5161.01,0
4862,1,-5264.76,992.173,5357.44,0
4863,1,419.889,-5349.97,5366.42,0
4864,1,4311.71,-367.042,4327.31,1
4865,1,4496.57,-1393.84,4707.65,0
4866,1,2280.3,-5068.61,5557.93,0
4867,1,-4766.6,1885.47,5125.96,0
4868,1,4800.52,-1713.06,5097.01,0
4869,1,3613.36,-2732.36,4530.14,1
4870,1,-2015.37,4378.76,4820.29,0
4871,1,-1151.81,4477.85,4623.62,1
4872,1,2188.15,-1080.22,2440.26,3
4873,1,715.96,-809.788,1080.9,5
4874,1,1904.86,630.481,2006.49,4
4875,1,4050.56,4202.85,5837.04,0
4876,1,-626.05,822.749,1033.85,5
4877,1,1041.69,826.058,1329.47,5
4878,1,-889.659,-4284.38,4375.77,1
4879,1,1055.18,2950.82,3133.81,2
4880,1,-845.335,-5476.92,5541.77,0
4881,1,-4820.76,1099.04,4944.45,0
4882,1,244.998,5631.38,5636.71,0
4883,1,-2707.31,-5427,6064.8,0
4884,1,-1748.3,4639.54,4958.02,0
4885,1,-2146.92,658.841,2245.73,4
4886,1,-87.0417,-579.673,586.171,5
4887,1,4818.79,-2143.07,5273.85,0
4888,1,3631.9,1380.8,3885.53,1
4889,1,-3244.05,3958.14,5117.69,0
4890,1,4984.74,2089.42,5404.93,0
4891,1,-4299.84,2027.92,4754.06,0
4892,1,377.733,4890.82,4905.39,0
4893,1,1527.75,1136.47,1904.1,5
4894,1,1801.03,-1037.74,2078.61,4
4895,1,-766.954,-4427.55,4493.48,1
4896,1,-6018.61,-500.209,6039.36,0
4897,1,-1358.61,5577.76,5740.83,0
4898,1,5484.88,2165.27,5896.8,0
4899,1,2087.8,1080.12,2350.65,4
4900,1,3891.96,1778.95,4279.25,1
4901,1,-1623.9,-3125.6,3522.28,2
4902,1,-1751.48,5112.24,5403.95,0
4903,1,-4607.35,-3571.66,5829.62,0
4904,1,-1402.72,2512.79,2877.8,3
4905,1,1043.37,-3738.67,3881.53,1
4906,1,3116.84,1163.11,3326.79,2
4907,1,-1155.63,-1580.06,1957.56,5
4908,1,725.12,5736.96,5782.61,0
4909,1,-5733.56,-309.871,5741.92,0
4910,1,-1722.77,-2841.14,3322.65,2
4911,1,-3686.78,3457,5054.02,0
4912,1,-2114.57,-5645.28,6028.32,0
4913,1,2451.98,-4296.56,4946.98,0
4914,1,774.459,781.95,1100.56,5
4915,1,2034.49,-2845.97,3498.39,2
4916,1,-1772.89,-2989.71,3475.84,2
4917,1,3346.97,-1585.99,3703.73,2
4918,1,1614.38,-4471.79,4754.28,0
4919,1,-4394.42,377.344,4410.59,1
4920,1,3970.77,-2103.2,4493.38,1
4921,1,-4254.77,-710.585,4313.7,1
4922,1,-3625.81,-2289,4287.89,1
4923,1,5454.55,2150.39,5863.13,0
4924,1,2715.81,-4118.58,4933.39,0
4925,1,-2500.49,1405.85,2868.6,3
4926,1,-2771.19,-2692.54,3863.84,1
4927,1,-3250.6,1977.49,3804.85,1
4928,1,2957.06,-1653.33,3387.87,2
4929,1,-1283.1,5644.45,5788.45,0
4930,1,-2069.14,-3821.03,4345.3,1
4931,1,-5685.92,-1270.83,5826.21,0
4932,1,482.656,-860.544,986.658,5
4933,1,3957.91,1691.48,4304.2,1
4934,1,-5105.68,728.701,5157.42,0
4935,1,-3798.69,-3226.36,4983.92,0
4936,1,-1030.19,-1384.75,1725.93,5
4937,1,436.052,1641.62,1698.54,5
4938,1,-721.42,2504,2605.86,3
4939,1,-5510.91,522.959,5535.67,0
4940,1,112.041,4078.39,4079.93,1
4941,1,310.156,-5006.15,5015.75,0
4942,1,-804.459,5951.92,6006.04,0
4943,1,1617.86,1976,2553.83,3
4944,1,-1489.61,-472.827,1562.85,5
4945,1,-2629.42,-944.433,2793.88,3
4946,1,119.706,545.22,558.207,5
4947,1,4356.49,1280.18,4540.7,1
4948,1,-2963,1879.04,3508.58,2
4949,1,-2591.53,765.586,2702.25,3
4950,1,4321.94,2155.89,4829.8,0
4951,1,-477.815,2947.11,2985.59,3
4952,1,-3216.46,4117.69,5225.03,0
4953,1,-4024.98,1032.84,4155.39,1
4954,1,361.39,-3651.46,3669.3,2
4955,1,-1367.52,-306.985,1401.56,5
4956,1,2981.28,3923.74,4927.86,0
4957,1,-3901.19,-3552.02,5276,0
4958,1,-359.142,5174.14,5186.59,0
4959,1,569.665,381.644,685.689,5
4960,1,-2454.17,-4101.58,4779.74,0
4961,1,-2473.67,3273.37,4102.93,1
4962,1,-2690.05,-4133.09,4931.41,0
4963,1,-3617.04,-3681.88,5161.32,0
4964,1,763.079,2002.72,2143.17,4
4965,1,-2870.56,-1394.76,3191.47,2
4966,1,-2564.75,4194.66,4916.61,0
4967,1,-2895.15,3757.84,4743.76,0
4968,1,4235.2,-374.867,4251.76,1
4969,1,-2844.02,-3930.65,4851.65,0
4970,1,-891.634,-3362.87,3479.07,2
4971,1,1235.74,-1783.08,2169.43,4
4972,1,-3856.28,4035.57,5581.82,0
4973,1,-3475.4,3884.41,5212.2,0
4974,1,-2684.06,-4202.01,4986.08,0
4975,1,4080.16,-3593.74,5437.15,0
4976,1,-4578.65,2592.2,5261.51,0
4977,1,-2284.67,4700.62,5226.43,0
4978,1,579.257,-3269.2,3320.12,2
4979,1,2944.09,-527.653,2991.01,3
4980,1,-1600.53,4544.53,4818.14,0
4981,1,120.402,-4873.68,4875.17,0
4982,1,-3410.56,2564.69,4267.27,1
4983,1,2538.51,-2992.94,3924.51,1
4984,1,4196.7,265.859,4205.11,1
4985,1,-1018.49,-4183.06,4305.27,1
4986,1,-1578.02,84.4971,1580.28,5
4987,1,-5486.06,-1722.15,5750.01,0
4988,1,-583.75,1469.08,1580.81,5
4989,1,3370.05,-691.782,3440.32,2
4990,1,-3140.83,-2969.09,4322.07,1
4991,1,-356.633,-227.428,422.978,5
4992,1,2765.79,1191.1,3011.37,3
4993,1,4837.95,2684.48,5532.83,0
4994,1,5285.04,-2948.52,6051.89,0
4995,1,-2.46289,-2733.16,2733.17,3
4996,1,-2093.07,-4883.56,5313.2,0
4997,1,-4919.55,-1321.03,5093.83,0
4998,1,-103.336,5549.1,5550.06,0
4999,1,-5334.72,-264.441,5341.27,0
5000,1,1844.77,-674.528,1964.22,5
