Time,DeviceType,NodeId,IfIndex,PhyIndex,TraceSource,PhyTraceIdTag,PacketHex,PacketLength,Miscellaneous
7.001238445,1,3880,0,0,MacTx,40280f000000010000ffffffffffffffff00000000,21
7.660694445,1,3880,0,0,MacTxOk,40280f000000010000ffffffffffffffff00000000,21
7.660694445,1,3880,0,0,MacSentPkt,40280f000000010000ffffffffffffffff00000000,21,1
7.660709845,0,0,0,1,MacRx,40280f000000010000ffffffffffffffff00000000,21
8.436102082,1,941,0,0,MacTx,40ad03000000010000feffffffffffffff00000000,21
8.492678082,1,941,0,0,MacTxOk,40ad03000000010000feffffffffffffff00000000,21
8.492678082,1,941,0,0,MacSentPkt,40ad03000000010000feffffffffffffff00000000,21,1
8.492682669,0,0,0,5,MacRx,40ad03000000010000feffffffffffffff00000000,21
9.429202592,1,3104,0,0,MacTx,40200c000000010000fdffffffffffffff00000000,21
9.614546592,1,3104,0,0,MacTxOk,40200c000000010000fdffffffffffffff00000000,21
9.614546592,1,3104,0,0,MacSentPkt,40200c000000010000fdffffffffffffff00000000,21,1
14.727264354,1,2371,0,0,MacTx,404309000000010000fcffffffffffffff00000000,21
15.957955298,1,1203,0,0,MacTx,40b304000000010000fbffffffffffffff02000001,21
16.046176354,1,2371,0,0,MacTxOk,404309000000010000fcffffffffffffff00000000,21
16.046176354,1,2371,0,0,MacSentPkt,404309000000010000fcffffffffffffff00000000,21,1
16.046193320,0,0,0,0,MacRx,404309000000010000fcffffffffffffff00000000,21
16.328643298,1,1203,0,0,MacTxOk,40b304000000010000fbffffffffffffff02000001,21
16.328643298,1,1203,0,0,MacSentPkt,40b304000000010000fbffffffffffffff02000001,21,1
16.328654838,0,0,0,2,MacRx,40b304000000010000fbffffffffffffff02000001,21
22.528838665,1,2979,0,0,MacTx,40a30b000000010000faffffffffffffff02000001,21
23.847750665,1,2979,0,0,MacTxOk,40a30b000000010000faffffffffffffff02000001,21
23.847750665,1,2979,0,0,MacSentPkt,40a30b000000010000faffffffffffffff02000001,21,1
23.847766178,0,0,0,0,MacRx,40a30b000000010000faffffffffffffff02000001,21
24.578143052,1,1274,0,0,MacTx,40fa04000000010000f9ffffffffffffff02000001,21
25.897055052,1,1274,0,0,MacTxOk,40fa04000000010000f9ffffffffffffff02000001,21
