Time,TraceSource,NodeId,MsgType,TxRemaining,PacketHex,PacketLength
420.553047506,USMsgRx,3147,2,0,dafcffffffffffff,8
420.765077602,USMsgRx,2431,2,0,d8fcffffffffffff,8
420.874568224,USMsgRx,1402,2,0,d9fcffffffffffff,8
422.901873699,USMsgRx,3177,2,0,d6fcffffffffffff,8
423.103863252,USMsgRx,2225,2,0,d4fcffffffffffff,8
423.118945250,USMsgRx,4075,2,0,d5fcffffffffffff,8
423.591897032,USMsgRx,1140,2,0,d2fcffffffffffff,8
423.966372275,USMsgRx,2104,2,0,d3fcffffffffffff,8
424.372860192,USMsgRx,4186,2,0,d0fcffffffffffff,8
425.031860306,USMsgRx,929,2,0,cffcffffffffffff,8
425.590231169,USMsgRx,1559,2,0,cbfcffffffffffff,8
426.789958530,USMsgRx,2549,2,0,c9fcffffffffffff,8
427.199634497,USMsgRx,3327,2,0,c6fcffffffffffff,8
427.262402171,USMsgRx,2806,2,0,c7fcffffffffffff,8
427.824320275,USMsgRx,2321,2,0,c4fcffffffffffff,8
